Expenditure Date,Payee Name,Address,Payee Type,Amount($),Committee Name,Expense Category,Expense Purpose,Expense Toward,Expense Method,Vendor,Fundtype,Comments
1/10/2022,Best Buy,1200 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,38,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Office Supplies
1/11/2022,Microsoft,1 Microsoft Way  Redmond  Washington 98052,Business/Group/Organization,9,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Office Supplies
1/12/2022,Fedex,942 Shady Grove Rd S  Memphis  Tennessee 38120,Business/Group/Organization,10,Blair  David for Montgomery,Postage,Postage,,EFT,,Electoral,
1/12/2022,Fedex,942 Shady Grove Rd S  Memphis  Tennessee 38120,Business/Group/Organization,10,Blair  David for Montgomery,Postage,Postage,,Check,,Electoral,Shipping
1/12/2022,Fedex,942 Shady Grove Rd S  Memphis  Tennessee 38120,Business/Group/Organization,28,Blair  David for Montgomery,Postage,Postage,,Check,,Electoral,Shipping
1/13/2022,Costco,880 Russell Avenue  Gaithersburg  Maryland 20879,Business/Group/Organization,237,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
1/14/2022,Michaels,821 Center Point Way  Gaithersburg  Maryland 20878,Business/Group/Organization,6,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
1/14/2022,Grandview Properties,4811 St. Elmo Ave  Bethesda  Maryland 20814,Business/Group/Organization,8011,Blair  David for Montgomery,Rent and Other Office expenses,Office Rent,,Check,,Electoral,Office Rent & Sercurity Deposit (Wheaton Office)
1/14/2022,Zoom,55 Almaden Blvd  Fl 6  San Jose  California 95113,Business/Group/Organization,30,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Conference Services
1/14/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,16,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
1/14/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,17,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
1/14/2022,Staples,500 STAPLES DR  FRAMINGHAM  Massachusetts 01702,Business/Group/Organization,6,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
1/18/2022,Capital Doc Solutions,12115 Parklawn Dr  Ste L  Rockville  Maryland 20852,Business/Group/Organization,272,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Computer Equip,,Debit Card,,Electoral,Office Equipment
1/18/2022,Eventbright- virtual 45th/Alpha Phi Alph,2313 St. Paul  Baltimore  Maryland 21218,Business/Group/Organization,320,Blair  David for Montgomery,Media,Media - Website Development,,Debit Card,,Electoral,Ad for MLK Scholarship Event
1/19/2022,Dropbox,1800 Owens St  Ste 200  San Francisco  California 94158,Business/Group/Organization,48,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
1/20/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,102,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
1/20/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,479,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,EFT,,Electoral,Payroll Processing Fees
1/20/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,25246,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
1/20/2022,&Pizza,11626 Old Georgetown Rd  Rockville  Maryland 20852,Business/Group/Organization,92,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
1/21/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,13572,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Tax
1/21/2022,Staples,500 STAPLES DR  FRAMINGHAM  Massachusetts 01702,Business/Group/Organization,32,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
1/24/2022,Hart Research Association,1724 Connecticut Ave Nw  Washington  District Of Columbia 20009,Business/Group/Organization,35000,Blair  David for Montgomery,Media,Media - Website Development,,Check,,Electoral,Polling
1/25/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,2,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,EFT,,Electoral,Payroll Processing Fees
1/25/2022,World Journal Disp,141-07 20th Ave  Whitestone  New York 11357,Business/Group/Organization,2652,Blair  David for Montgomery,Media,Media - Website Development,,Debit Card,,Electoral,Blair for Montgomery Ad
1/25/2022,Blueprint Interactive,1220 19th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,25000,Blair  David for Montgomery,Media,Media - Website Development,,Check,,Electoral,Media
1/26/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,2,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,EFT,,Electoral,Payroll Processing Fees
1/26/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,4,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
1/26/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,2100,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
1/26/2022,Michaels,821 Center Point Way  Gaithersburg  Maryland 20878,Business/Group/Organization,3,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
1/26/2022,Sandy Spring Bank,611 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,100,Blair  David for Montgomery,Other Expenses,Bank Charges,,Debit Card,,Electoral,Bank Fees
1/26/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,45,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
1/26/2022,Liesure World News,3701 Rossmoor Blvd  Silver Spring  Maryland 20906,Business/Group/Organization,2725,Blair  David for Montgomery,Media,Newspaper,,Check,,Electoral,Blair for Montgomery Ad
1/27/2022,Rockville Sister City Corp,111 Maryland Ave  Rockville  Maryland 20850,Business/Group/Organization,150,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Event Sponsorship
1/28/2022,Sandy Spring Bank,611 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,100,Blair  David for Montgomery,Other Expenses,Bank Charges,,Debit Card,,Electoral,Bank Fees
1/28/2022,Verizon,1095 Avenue of the Americas  New York  New York 10036,Business/Group/Organization,108,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Phone / Cell Phone,,Debit Card,,Electoral,Utilities
1/31/2022,Pace Payment Systems,1500 Medical Center Dr  Nashville  Tennessee 37232,Business/Group/Organization,9,Blair  David for Montgomery,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,Credit Card Processing Fees
1/31/2022,Sandy Spring Bank,611 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,0,Blair  David for Montgomery,Other Expenses,Bank Charges,,EFT,,Electoral,Bank Fees
1/31/2022,Chosun Daily Washington,9840 Main Street #100  Fairfax  Virginia 22031,Business/Group/Organization,2450,Blair  David for Montgomery,Media,Newspaper,,Check,,Electoral,Blair for Montgomery Ad
1/31/2022,Target,6831 Wisconsin Ave  Chevy Chase  Maryland 20815,Business/Group/Organization,5,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
1/31/2022,LinkTree,37 ISLINGTON St  Collingwood  New Hampshire 03066,Business/Group/Organization,6,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Website
1/31/2022,LJ's Cafe,9210 Corporate Blvd  Rockville  Maryland 20850,Business/Group/Organization,348,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Food & Beverage
2/1/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,66,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/1/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,282,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/2/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,64,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/2/2022,Paragon Payment Solutions,2141 E Broadway Rd  Ste 202  Tempe  Arizona 85282,Business/Group/Organization,20,Blair  David for Montgomery,Fund Raiser,Credit Card Service Processing Charges,,Check,,Electoral,Credit Card Processing Fees
2/2/2022,Google Gsuite,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,345,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
2/2/2022,Carefirst/Blue Cross Blue Shield,225 N Michigan Ave  Chicago  Illinois 60601,Business/Group/Organization,1086,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Insurance
2/2/2022,Staples,500 STAPLES DR  FRAMINGHAM  Massachusetts 01702,Business/Group/Organization,81,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/2/2022,Target,6831 Wisconsin Ave  Chevy Chase  Maryland 20815,Business/Group/Organization,155,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/3/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,137,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
2/3/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,562,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,EFT,,Electoral,Payroll Processing Fees
2/3/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,48165,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
2/3/2022,11751 Rockville,11751 Rockville Pike  North Bethesda  Maryland 20852,Business/Group/Organization,4770,Blair  David for Montgomery,Rent and Other Office expenses,Office Rent,,EFT,,Electoral,Office Rent (Rockville)
2/4/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,11378,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
2/4/2022,Staples,500 STAPLES DR  FRAMINGHAM  Massachusetts 01702,Business/Group/Organization,77,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/7/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,14,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/7/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,17,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/7/2022,Colonial Parking,1050 Thomas Jefferson St NW  Washington  District Of Columbia 20007,Business/Group/Organization,3,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Parking
2/7/2022,Georgia West  LLC,8708 1st Ave  Silver Spring  Maryland 20910,Business/Group/Organization,2670,Blair  David for Montgomery,Rent and Other Office expenses,Office Rent,,EFT,,Electoral,Office Rent (Wheaton)
2/7/2022,Target,6831 Wisconsin Ave  Chevy Chase  Maryland 20815,Business/Group/Organization,152,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/7/2022,Pike Kitchen  LLC,1066 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,348,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
2/8/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,64,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/8/2022,Mark Weiss,4710 Bethesda Ave  Bethesda  Maryland 20814,Business/Group/Organization,7050,Blair  David for Montgomery,Printing and Campaign Materials,Billboards / Outdoor Advertising,,Check,,Electoral,Yard Signs
2/8/2022,Sandy Spring Bank,611 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,15,Blair  David for Montgomery,Other Expenses,Bank Charges,,Debit Card,,Electoral,Bank Fees
2/8/2022,Adobe,345 Park Ave  San Jose  California 95110,Business/Group/Organization,56,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,adobe software
2/9/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,5,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/9/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,89,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/9/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,15,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/9/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,221,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/9/2022,Montgomery Cnty Board of Elections,18753 N. FREDERICK AVE  SUITE 210  GAITHERSBURG  Maryland 20879,Business/Group/Organization,25,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,County Executive Filing Fee
2/9/2022,Kevin Mack,13204 Squires Ct.  N. Potomac  Maryland 20878,Individual,1189,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Salary
2/10/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,38,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/10/2022,Staples,500 STAPLES DR  FRAMINGHAM  Massachusetts 01702,Business/Group/Organization,108,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/11/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,36,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
2/11/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,15,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
